collection,source_product,source_category,similar_products,similar_categories,similarity_scores,validation_status,error_type
pants_parachute_cargo,파라슈트 카고 스트링 코튼 팬츠 3COLOR,"파라슈트, 카고","['파라슈트 카고 스트링 코튼 팬츠 3COLOR', '와이드 빅포켓 코튼 카고 밴딩 팬츠 [카키]', '[데일리룸 X 시즈] 벌룬 레그 밀 와이드 카고 팬츠 [KHAKI]', '카고 파라슈트 치노 팬츠 [KHAKI]', 'String Cargo Sharing Jogger Pants Khaki', 'Ripstop Utility Cargo Pants - Khaki']","['파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고']","[np.float64(100.0), np.float64(86.47), np.float64(86.15), np.float64(85.84), np.float64(85.25), np.float64(85.14)]",success,
pants_parachute_cargo,플랩 카고 팬츠 [BLACK],"파라슈트, 카고","['플랩 카고 팬츠 [BLACK]', '스트럭처드 멀티 카고 팬츠 [블랙]', '[NF] 리본 카고 파라슈트 팬츠 (BLACK)_F24QD867', 'XP197 이네즈 카고  스트랩 코튼 팬츠 (BLACK)', '파라슈트 워싱 와이드 코튼 카고팬츠 - BLACK', '나일론 카고 와이드 히든 밴딩팬츠']","['파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고']","[np.float64(100.0), np.float64(89.62), np.float64(89.25), np.float64(88.66), np.float64(88.1), np.float64(87.71)]",success,
pants_parachute_cargo,피그먼트 카고 와이드 히든 밴딩팬츠  웜 그레이 10수,"파라슈트, 카고","['피그먼트 카고 와이드 히든 밴딩팬츠  웜 그레이 10수', '피그먼트 카고 와이드 히든 밴딩팬츠  차콜 10수', 'PCP 포인트 카고 데님 팬츠 중청', '와이드 카고 데님팬츠 [블랙]', 'Tion Wide Cotton Cargo Pants (KHAKI)', '파라슈트 와이드 카고 팬츠 [SAND BEIGE]']","['파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고']","[np.float64(99.56), np.float64(91.54), np.float64(90.76), np.float64(88.85), np.float64(86.93), np.float64(86.92)]",success,
pants_parachute_cargo,피그먼트 카고 와이드 히든 밴딩팬츠  차콜 10수,"파라슈트, 카고","['피그먼트 카고 와이드 히든 밴딩팬츠  차콜 10수', '피그먼트 카고 와이드 히든 밴딩팬츠  웜 그레이 10수', '코튼 와이드 파라슈트 스트링 카고 팬츠 [블랙]', '나일론 카고 와이드 히든 밴딩팬츠', '파라슈트 워싱 와이드 코튼 카고팬츠 - CHARCOAL', '[데일리룸 X 시즈] 벌룬 레그 밀 와이드 카고 팬츠 [CHARCOAL]']","['파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고']","[np.float64(100.0), np.float64(91.56), np.float64(90.6), np.float64(90.24), np.float64(89.77), np.float64(89.0)]",success,
pants_parachute_cargo,후크드 카고 데님 팬츠 [VINTAGE BLUE],"파라슈트, 카고","['후크드 카고 데님 팬츠 [VINTAGE BLUE]', '샌디드 카고 와이드 데님 팬츠 [VINTAGE BLACK]', '코튼 와이드 파라슈트 스트링 카고 팬츠 [블랙]', '세미 와이드 카고 데님 팬츠 옐로우', '두들 라벨 카고 팬츠 [블랙]', '플랩 카고 팬츠 [BLACK]']","['파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고', '파라슈트, 카고']","[np.float64(99.29), np.float64(81.67), np.float64(78.1), np.float64(76.67), np.float64(76.25), np.float64(75.72)]",success,
longsleeve,( 2Pack ) 오버핏 시보리 실키 긴팔티 ( 4Color ),긴팔,"['( 2Pack ) 오버핏 시보리 실키 긴팔티 ( 4Color )', '(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color )', 'B. 오버핏 시보리 스트라이프 긴팔티 ( 3Color ) ( 아이보리 )', '가먼트 다잉 롱 슬리브 [워시드차콜]', '긴팔 면티셔츠반팔 면티셔츠아동티행사티무지티', '페인트쿨링 피그먼트 긴팔 다크그레이 BJLT4647']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.75), np.float64(88.25), np.float64(83.8), np.float64(83.59), np.float64(83.23), np.float64(82.47)]",success,
longsleeve,((10%쿠폰)) 로즈맘 5900원부터~FW신상 오픈 BEST간절기의류 특가 SALE5060중년여성엄마옷마담,긴팔,"['((10%쿠폰)) 로즈맘 5900원부터~FW신상 오픈 BEST간절기의류 특가 SALE5060중년여성엄마옷마담', '엄마옷 로즈맘 무지브이넥티셔츠 무지브이넥티셔츠 엄마옷 로즈맘 무지브이넥티셔츠 무지브이넥티셔츠', '(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈', '크로커다일레이디 플라워프린트카라티셔츠_CLBSTS201', '((무료반품+10%쿠폰)) 모노시크가을신상티셔츠맨투맨니트가디건블라우스남방기모세트팬츠스커트', '24FW 인스타일 오가닉 코튼 티셔츠 6종']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.22), np.float64(73.58), np.float64(69.65), np.float64(67.09), np.float64(62.97), np.float64(62.83)]",success,
longsleeve,((70%할인+15%쿠폰)) 코코블랑 가을 신상세일셔츠팬츠자켓가디건티셔츠니트빅사이즈 外,긴팔,"['((70%할인+15%쿠폰)) 코코블랑 가을 신상세일셔츠팬츠자켓가디건티셔츠니트빅사이즈 外', '((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업', '여성 FW 캐주얼 스판 목폴라 긴팔티셔츠 터틀넥티 12종택1 F23T-403W', '스티치 유넥 긴팔 티셔츠 [7color]', '언발 오프숄더 소프트 무지 슬림 티셔츠 (WIACTS008)', '(쇼케이스 10%쿠폰) 탑텐 본사직영 가을 데일리룩 특가전 맨투맨스웨터셔츠 외']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.95), np.float64(83.07), np.float64(78.25), np.float64(77.9), np.float64(77.43), np.float64(77.17)]",success,
longsleeve,((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업,긴팔,"['((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업', '터틀넥 목 티 폴라 캐시미어 니트 스웨터 가을겨울 남자 남성 슬림핏 한식 풀오버 바텀', '얇고 부드러운 촉감의 여성 목폴라 봄 여름 스웨터 이너웨어 니트 터틀넥 슬림핏', '((70%할인+15%쿠폰)) 코코블랑 가을 신상세일셔츠팬츠자켓가디건티셔츠니트빅사이즈 外', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '여성 FW 캐주얼 스판 목폴라 긴팔티셔츠 터틀넥티 12종택1 F23T-403W']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(99.49), np.float64(83.27), np.float64(81.78), np.float64(81.75), np.float64(81.37), np.float64(81.22)]",success,
longsleeve,((무료반품+10%쿠폰)) 모노시크가을신상티셔츠맨투맨니트가디건블라우스남방기모세트팬츠스커트,긴팔,"['((무료반품+10%쿠폰)) 모노시크가을신상티셔츠맨투맨니트가디건블라우스남방기모세트팬츠스커트', '( 2Pack ) 오버핏 시보리 실키 긴팔티 ( 4Color )', 'B. 오버핏 시보리 스트라이프 긴팔티 ( 3Color ) ( 아이보리 )', '((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업', '엄마옷 로즈맘 무지브이넥티셔츠 무지브이넥티셔츠 엄마옷 로즈맘 무지브이넥티셔츠 무지브이넥티셔츠', '24FW 인스타일 오가닉 코튼 티셔츠 6종']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.94), np.float64(71.95), np.float64(70.93), np.float64(70.84), np.float64(70.78), np.float64(70.35)]",success,
longsleeve,(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈,긴팔,"['(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', '15% 미쏘로엠클라비스 외 브랜드 가을시즌 연합 세일', '24FW 인스타일 오가닉 코튼 티셔츠 6종', '((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(83.16), np.float64(79.16), np.float64(76.58), np.float64(75.75), np.float64(75.17)]",success,
longsleeve,(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등,긴팔,"['단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '(쇼케이스 10%쿠폰) 탑텐 본사직영 가을 데일리룩 특가전 맨투맨스웨터셔츠 외', 'Pendant center long top - light blue', 'Tencel Long Sleeve T-Shirts (Mint)']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(99.67), np.float64(99.49), np.float64(87.72), np.float64(85.4), np.float64(85.11), np.float64(85.02)]",success,
longsleeve,(20+10%)(100종)헤지스 남성 BEST 티셔츠셔츠맨투맨니트 외+무배,긴팔,"['(20+10%)(100종)헤지스 남성 BEST 티셔츠셔츠맨투맨니트 외+무배', '밀라노조직 스트라이프 칼라넥 티셔츠  아이보리', '클래식 로고 폴로 티셔츠', '시그니처 로고 스트라이프 폴로 카라티-그린', '카라 티셔츠  카라 스웨터 모음전 ZPE3TT1501', '중년남성 프리미엄 겨울 긴팔 티셔츠 부드러운 면혼방 고급품질   국내생산 95~110호 신규출시']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(99.87), np.float64(86.15), np.float64(74.77), np.float64(74.28), np.float64(73.83), np.float64(73.66)]",success,
longsleeve,(EDITED)2만원 인하에디티드 어텀 글램 블라우스 3종,긴팔,"['(EDITED)2만원 인하에디티드 어텀 글램 블라우스 3종', '2만원 인하에디티드 어텀 글램 블라우스 3종', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', '지오다노 324903 여 기본 긴팔티', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(96.81), np.float64(94.32), np.float64(78.76), np.float64(78.0), np.float64(77.92), np.float64(75.74)]",success,
longsleeve,(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346,긴팔,"['(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '24FW 인스타일 오가닉 코튼 티셔츠 6종', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.49), np.float64(85.36), np.float64(82.31), np.float64(82.0), np.float64(81.7), np.float64(81.41)]",success,
longsleeve,(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color ),긴팔,"['(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color )', '( 2Pack ) 오버핏 시보리 실키 긴팔티 ( 4Color )', '[2PACK] 피그먼트 절개 티셔츠 2 STYLE', '릴렉스드 더블코튼 카라 긴팔티 ( 8Color )', '루즈핏 베이직 실키 긴팔티 ( 4Color )', '피그먼트 절개 티셔츠 롱슬리브 7 COLOR COOSTS251']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(99.13), np.float64(90.96), np.float64(86.37), np.float64(85.46), np.float64(84.29), np.float64(83.76)]",success,
longsleeve,(론칭가 69900원)24 가을 인스타일 오가닉 코튼 티셔츠 6종,긴팔,"['(론칭가 69900원)24 가을 인스타일 오가닉 코튼 티셔츠 6종', '24FW 인스타일 오가닉 코튼 티셔츠 6종', '지오다노 324903 여 기본 긴팔티', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', '2만원 인하에디티드 어텀 글램 블라우스 3종', '남성오가닉100긴팔컬러티셔츠5종세트']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.73), np.float64(91.18), np.float64(79.65), np.float64(79.62), np.float64(78.8), np.float64(77.22)]",success,
longsleeve,(쇼케이스 10%쿠폰) 탑텐 본사직영 가을 데일리룩 특가전 맨투맨스웨터셔츠 외,긴팔,"['(쇼케이스 10%쿠폰) 탑텐 본사직영 가을 데일리룩 특가전 맨투맨스웨터셔츠 외', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '여성) ON AIR 모이스처웜 크루_MSC4US2201', '얇고 부드러운 촉감의 여성 목폴라 봄 여름 스웨터 이너웨어 니트 터틀넥 슬림핏']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(85.61), np.float64(85.59), np.float64(83.51), np.float64(83.04), np.float64(83.0)]",success,
longsleeve,(즉시30%할인) 매니몰 남여공용 캠핑 반팔티긴팔티 커플티빅사이즈,긴팔,"['(즉시30%할인) 매니몰 남여공용 캠핑 반팔티긴팔티 커플티빅사이즈', 'OHP X CUBMENT b모터캠핑 베이직 긴팔티셔츠', '[무료반품] VERTICAL 그래픽티셔츠', '2만원인하 24FW 소로나 웜티셔츠 3종 남성', '루즈핏 베이직 실키 긴팔티 ( 4Color )', '카멜 피그먼트 긴팔티 다크그레이 FLT710']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(97.32), np.float64(67.11), np.float64(62.04), np.float64(60.91), np.float64(60.89), np.float64(60.67)]",success,
longsleeve,(현대hmall) 울시 여성 써모라이트 기모 긴팔 카라티 3종 택1,긴팔,"['(현대hmall) 울시 여성 써모라이트 기모 긴팔 카라티 3종 택1', '헨리넥 스트라이프 티 차콜그레이', '로고 실버 자수 레이어드 티셔츠 ( 블랙 )', 'Cotton stripe base collar polo t-shirt_Navy', '레비츠 트위 럭비 카라 티셔츠', '에센셜 헨리넥 긴팔 티셔츠_BLACK']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(76.5), np.float64(75.93), np.float64(75.48), np.float64(72.95), np.float64(72.15)]",success,
longsleeve,10%쿠폰 포근한 약기모 티셔츠후리스자켓패딩조끼바람막이스판추리닝빅사이즈까지 (SY23LT077M)A1,긴팔,"['10%쿠폰 포근한 약기모 티셔츠후리스자켓패딩조끼바람막이스판추리닝빅사이즈까지 (SY23LT077M)A1', 'BFL 핫데이 남녀 양기모 라운드 티셔츠 (M4AAWT08)A1', '체온사수 남녀 따뜻한 기모 반폴라 티셔츠 (M4AAWT12)A1', '맨라이프 남녀 기능성 라운드 긴팔 티셔츠 (SI4AA2LT019M)A1', '메이저 남성 따뜻한 기모안감 빅사이즈 긴팔 집업 티셔츠 (SY23LT074M)A1', '작업복티셔츠 반집업 남자폴라티 남자겨울티 약기모 스판 빅사이즈']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.26), np.float64(87.58), np.float64(83.31), np.float64(81.56), np.float64(78.21), np.float64(76.43)]",success,
longsleeve,15% 미쏘로엠클라비스 외 브랜드 가을시즌 연합 세일,긴팔,"['15% 미쏘로엠클라비스 외 브랜드 가을시즌 연합 세일', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', '(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈', '24FW 인스타일 오가닉 코튼 티셔츠 6종', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '지오다노 324903 여 기본 긴팔티']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(80.89), np.float64(79.16), np.float64(73.79), np.float64(72.25), np.float64(71.86)]",success,
longsleeve,1925 FRANKIE DERBY JERSEY WHITE,긴팔,"['1925 FRANKIE DERBY JERSEY WHITE', '스트라이크 스포티 풋볼 롱 슬리브 - WHITE', '스트라이프 럭비 카라 오버핏 맨투맨 긴팔티 [오트밀]', '[송이송이 PICK] 풋볼 져지 롱슬리브_옐로우', '카고포켓 피그먼트 긴팔 티셔츠 다크그레이 FLT712', 'Vice Shop Long Sleeve - Cream']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(66.45), np.float64(64.62), np.float64(61.47), np.float64(61.16), np.float64(60.28)]",success,
longsleeve,1988 스포츠 파이핑 저지 롱 슬리브-3Color,긴팔,"['1988 스포츠 파이핑 저지 롱 슬리브-3Color', '심볼 로고 카라 저지 롱 슬리브-3Color', '[2PACK] 와펜 오버핏 긴팔티셔츠 2종 패키지', '릴렉스드 더블코튼 카라 긴팔티 ( 8Color )', '스트라이크 스포티 풋볼 롱 슬리브 - WHITE', '씨에스디 스튜디오 롱슬리브 티셔츠 [CDL-24001]']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(96.22), np.float64(72.64), np.float64(68.54), np.float64(68.42), np.float64(67.25), np.float64(67.24)]",success,
longsleeve,20%쿠폰 지오다노 가을상품 추가 최종할인 남여 맨투맨가디건긴팔팬츠 UP TO 65% OFF,긴팔,"['20%쿠폰 지오다노 가을상품 추가 최종할인 남여 맨투맨가디건긴팔팬츠 UP TO 65% OFF', '460G 컷 헤비 피그먼트 티셔츠-차콜-', '460G 컷 헤비 피그먼트 롱 슬리브-워시드 블랙-', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '남성오가닉100긴팔컬러티셔츠5종세트']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.88), np.float64(83.92), np.float64(83.58), np.float64(83.23), np.float64(82.86), np.float64(82.44)]",success,
longsleeve,2024 가을 국산 남자 고급 보카시 카라티 카라넥 골프티 폴로티 골프웨어 반집업 긴팔 티셔츠 JP,긴팔,"['2024 가을 국산 남자 고급 보카시 카라티 카라넥 골프티 폴로티 골프웨어 반집업 긴팔 티셔츠 JP', '2024 가을 남자 스판 아웃도어 약기모 카라넥 집업티 카라티 등산티 등산복상의 긴팔 티셔츠 RB', 'Millet GOLF  24FW 긴팔 카라티 3종 남성', '메이저 남성 따뜻한 기모안감 빅사이즈 긴팔 집업 티셔츠 (SY23LT074M)A1', '꽃중년 겨울 기모 집업 스판 작업복 상의 기능성 중년 아빠옷 노가다 편한 보온 따뜻한', '빌리언즈 겨울 반목티 기모 이너웨어 보온 방한 골프 모크넥  목폴라 빅사이즈']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(95.56), np.float64(80.3), np.float64(76.77), np.float64(75.67), np.float64(74.9), np.float64(71.05)]",success,
longsleeve,2024 가을 남자 스판 아웃도어 약기모 카라넥 집업티 카라티 등산티 등산복상의 긴팔 티셔츠 RB,긴팔,"['2024 가을 남자 스판 아웃도어 약기모 카라넥 집업티 카라티 등산티 등산복상의 긴팔 티셔츠 RB', '2024 가을 국산 남자 고급 보카시 카라티 카라넥 골프티 폴로티 골프웨어 반집업 긴팔 티셔츠 JP', '메이저 남성 따뜻한 기모안감 빅사이즈 긴팔 집업 티셔츠 (SY23LT074M)A1', '꽃중년 겨울 기모 집업 스판 작업복 상의 기능성 중년 아빠옷 노가다 편한 보온 따뜻한', 'Millet GOLF  24FW 긴팔 카라티 3종 남성', '라이프액트 남성 신축성 좋은 긴팔 라운드 티셔츠 (B02LT002M)A1']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.85), np.float64(80.88), np.float64(80.78), np.float64(80.75), np.float64(77.95), np.float64(76.66)]",success,
longsleeve,24FW  기능성 웜 스판 라운드 화이트 티셔츠,긴팔,"['24FW  기능성 웜 스판 라운드 화이트 티셔츠', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '(쇼케이스 10%쿠폰) 탑텐 본사직영 가을 데일리룩 특가전 맨투맨스웨터셔츠 외', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', 'Tencel Long Sleeve T-Shirts (Mint)']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.77), np.float64(84.19), np.float64(83.16), np.float64(82.91), np.float64(82.11), np.float64(80.87)]",success,
longsleeve,24FW 인스타일 오가닉 코튼 티셔츠 6종,긴팔,"['24FW 인스타일 오가닉 코튼 티셔츠 6종', '(론칭가 69900원)24 가을 인스타일 오가닉 코튼 티셔츠 6종', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', '지오다노 324903 여 기본 긴팔티', '남성오가닉100긴팔컬러티셔츠5종세트', '2만원 인하에디티드 어텀 글램 블라우스 3종']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(97.77), np.float64(89.8), np.float64(82.2), np.float64(81.97), np.float64(81.04), np.float64(80.69)]",success,
longsleeve,2만원 인하에디티드 어텀 글램 블라우스 3종,긴팔,"['(EDITED)2만원 인하에디티드 어텀 글램 블라우스 3종', '2만원 인하에디티드 어텀 글램 블라우스 3종', '(20%쿠폰) 본사직영 폴햄 MD PICK SALE 셔츠팬츠맨투맨아우터 등', '단하루! 25+5%쿠폰 폴햄 본사직영 간절기 아이템 SALE 맨투맨점퍼팬츠티셔츠 등', '지오다노 324903 여 기본 긴팔티', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(98.48), np.float64(97.84), np.float64(82.83), np.float64(82.12), np.float64(81.74), np.float64(79.03)]",success,
longsleeve,2만원인하 24FW 소로나 웜티셔츠 3종 남성,긴팔,"['2만원인하 24FW 소로나 웜티셔츠 3종 남성', '2만원인하 24FW 소로나 웜티셔츠 3종 여성', '460G 컷 헤비 피그먼트 롱 슬리브-워시드 네이비-', 'AURORA REFLECTIVE LS T-SHIRT GREY', '루즈핏 베이직 실키 긴팔티 ( 4Color )', '카고포켓 피그먼트 긴팔 티셔츠 다크그레이 FLT712']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(97.65), np.float64(76.89), np.float64(70.88), np.float64(70.42), np.float64(69.71), np.float64(69.52)]",success,
longsleeve,2만원인하 24FW 소로나 웜티셔츠 3종 여성,긴팔,"['2만원인하 24FW 소로나 웜티셔츠 3종 여성', '2만원인하 24FW 소로나 웜티셔츠 3종 남성', '(EDITED)2만원 인하에디티드 어텀 글램 블라우스 3종', '2만원 인하에디티드 어텀 글램 블라우스 3종', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', 'Vice Shop Long Sleeve - Cream']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(96.58), np.float64(77.41), np.float64(74.0), np.float64(73.42), np.float64(72.86), np.float64(72.66)]",success,
longsleeve,3-WAY 도트 레이어드 롱슬리브 (GRAY)_F24ZB071,긴팔,"['3-WAY 도트 레이어드 롱슬리브 (GRAY)_F24ZB071', '레이어드 스타 티셔츠 (차콜)', '홀터넥 스트링 레이어드 롱 슬리브 (BLACK)', '[장희령착용] IN N OUT LAYER HALTER TOP IN LIGHT GRAY', 'Layered Lace Frill Long Sleeve (FL-137_Gray)', '헨리넥 레이어드 슬리브 (BLACK)']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(100.0), np.float64(84.0), np.float64(83.21), np.float64(82.72), np.float64(81.18), np.float64(80.24)]",success,
longsleeve,30%+무료반품) GGPX위시드 ~ 엠디픽 FW 가을 데이트룩 특가모음,긴팔,"['30%+무료반품) GGPX위시드 ~ 엠디픽 FW 가을 데이트룩 특가모음', '((70%할인가)) 시크릿무드 가을신상 역마진SALE 셔츠블라우스니트원피스가디건스커트팬츠셋업', '단하루! 25+5%쿠폰 본사직영 폴햄 FW 신상특가 맨투맨셔츠가디건팬츠 외', '(10%쿠폰) 완판대란 홈쇼핑 방송상품 가을신상 입고 ~88까지 1+1.SET 니트팬츠가디건빅사이즈', '(NS홈쇼핑)모달터틀넥티셔츠5종세트33647346', 'NN LOGO SPAN INNER TURTLENECK_LIGHT GRAY']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(97.91), np.float64(78.02), np.float64(74.99), np.float64(73.14), np.float64(72.6), np.float64(72.42)]",success,
longsleeve,3D Strawberry Stripe Raglan LS-T [Green],긴팔,"['3D Strawberry Stripe Raglan LS-T [Green]', 'Vice Shop Long Sleeve - Cream', '이해선 드로잉 티  핑크', 'Menasoo Stripe Rugby T Shirt_Burgundy', '[송이송이 PICK] 풋볼 져지 롱슬리브_옐로우', '스트라이프 럭비 카라 셔츠 핑크']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(94.73), np.float64(71.07), np.float64(70.52), np.float64(70.32), np.float64(68.03), np.float64(67.49)]",success,
longsleeve,460G 컷 헤비 피그먼트 롱 슬리브-워시드 네이비-,긴팔,"['460G 컷 헤비 피그먼트 롱 슬리브-워시드 네이비-', '460G 컷 헤비 피그먼트 롱 슬리브-워시드 블랙-', 'BASIC LAYERED LONG SLEEVE BLACK', '루즈핏 베이직 실키 긴팔티 ( 4Color )', '가먼트 다잉 롱 슬리브 [워시드차콜]', '오버 핏 멀티 스트라이프 긴팔 티셔츠 [네이비]']","['긴팔', '긴팔', '긴팔', '긴팔', '긴팔', '긴팔']","[np.float64(99.54), np.float64(94.5), np.float64(86.87), np.float64(86.03), np.float64(84.42), np.float64(84.3)]",success,
